lon,lat,year,temperature
-173,-77,2021,0.544166655
-173,-75,1990,0.244166661
-173,-75,2020,1.379166636
-173,-75,2021,0.683333318
-173,-73,1990,0.245833328
-173,-73,2020,1.419999968
-173,-73,2021,0.822499982
-173,-71,1990,0.232499995
-173,-71,2020,1.468333301
-173,-71,2021,1.001666644
-173,-69,1990,0.251666661
-173,-69,2020,1.496666633
-173,-69,2021,1.259999972
-173,-67,1990,0.044999999
-173,-67,2020,0.064999999
-173,-67,2021,-0.059999999
-173,-65,1990,0.164166663
-173,-65,2020,0.177499996
-173,-65,2021,-0.048749999
-173,-63,1990,0.137499997
-173,-63,2020,0.224999995
-173,-63,2021,0.00125
-173,-61,1990,0.171666663
-173,-61,2020,0.275833327
-173,-61,2021,0.097499998
-173,-59,1990,0.144999997
-173,-59,2020,0.401666658
-173,-59,2021,0.223333328
-173,-57,1990,0.035833333
-173,-57,2020,0.489999989
-173,-57,2021,0.359999992
-173,-55,1990,-0.032499999
-173,-55,2020,0.520833322
-173,-55,2021,0.471666656
-173,-53,1990,-0.0075
-173,-53,2020,0.523333322
-173,-53,2021,0.572499987
-173,-51,1990,0.060833332
-173,-51,2020,0.537499988
-173,-51,2021,0.681666651
-173,-49,1990,0.15833333
-173,-49,2020,0.568333321
-173,-49,2021,0.75416665
-173,-47,1990,0.259166661
-173,-47,2020,0.607499986
-173,-47,2021,0.777499983
-173,-45,1990,0.365833325
-173,-45,2020,0.679999985
-173,-45,2021,0.76166665
-173,-43,1990,0.406666658
-173,-43,2020,0.75166665
-173,-43,2021,0.749999983
-173,-41,1990,0.399999991
-173,-41,2020,0.814166648
-173,-41,2021,0.727499984
-173,-39,1990,0.396666658
-173,-39,2020,0.854166648
-173,-39,2021,0.719999984
-173,-37,1990,0.393333325
-173,-37,2020,0.867499981
-173,-37,2021,0.719166651
-173,-35,1990,0.380833325
-173,-35,2020,0.862499981
-173,-35,2021,0.72416665
-173,-33,1990,0.350833325
-173,-33,2020,0.843333314
-173,-33,2021,0.747499983
-173,-31,1990,0.282499994
-173,-31,2020,0.804166649
