pressure,lon,lat,temp,anomaly
0,133.5,-10.5,28.1156,1.2109897887323946
0,134.5,-10.5,28.0069,1.1022897887323957
0,135.5,-10.5,27.9323,1.0276897887323955
0,136.5,-10.5,27.9067,1.0020897887323947
0,137.5,-10.5,27.9143,1.0096897887323948
0,138.5,-10.5,27.9226,1.0179897887323932
0,139.5,-10.5,27.9189,1.0142897887323947
0,140.5,-10.5,27.8925,0.9878897887323923
0,141.5,-10.5,27.6501,0.7454897887323924
0,143.5,-10.5,27.2115,0.3068897887323949
0,144.5,-10.5,27.2796,0.3749897887323925
0,145.5,-10.5,27.293,0.38838978873239327
0,146.5,-10.5,27.3138,0.40918978873239453
0,147.5,-10.5,27.3758,0.4711897887323957
0,151.5,-10.5,27.6451,0.7404897887323934
0,152.5,-10.5,28.003,1.0983897887323941
0,153.5,-10.5,28.2088,1.304189788732394
0,154.5,-10.5,28.3675,1.4628897887323937
0,155.5,-10.5,28.5059,1.6012897887323945
0,156.5,-10.5,28.6217,1.7170897887323946
0,157.5,-10.5,28.7181,1.8134897887323937
0,158.5,-10.5,28.7944,1.8897897887323936
0,159.5,-10.5,28.882,1.9773897887323955
0,160.5,-10.5,28.917,2.0123897887323956
0,163.5,-10.5,28.8094,1.9047897887323941
0,164.5,-10.5,28.8247,1.920089788732394
0,165.5,-10.5,28.843,1.938389788732394
0,166.5,-10.5,28.8585,1.9538897887323934
0,167.5,-10.5,28.879,1.9743897887323953
