date,village,port,ground,sex,dml,tl,weight,lat,lon
2018-01-20,Songosongo,Funguni,IMBI,F,13,88,0.75,-8.523331,39.5030188
2018-01-17,Somanga,Mbuyuni,MWAMBA KARUMBI,F,11,60,0.405,-8.7539461,39.4130324
2018-01-16,Somanga,Mbuyuni,CHOCHA,M,15,106,1.405,-8.4216475,39.2752449
2018-01-05,Jibondo,WALANI,LWALA,F,20,117,2.955,-7.9733902,39.7280478
2018-01-16,Somanga,Mbuyuni,CHAMBA CHA SELEMANI,M,18,116,1.93,-8.397738,39.2807041
2018-01-07,Songosongo,Pembeni,MWAMBA WA KATI - SONGO,F,21,111,3.98,-8.5282505,39.4992152
2017-12-18,Somanga,Mbuyuni,Banda ya ndani,M,13,101,1.145,-8.3997946,39.2795878
2018-01-31,Songosongo,Pembeni,IMBI,M,11,99,1.505,-8.5262477,39.5089154
2018-03-10,Jibondo,WALANI,MCHANGA NYUMA,F,8,51,0.3,-7.9190966,39.6652922
2018-01-07,Songosongo,Pembeni,MWAMBA WA KATI - SONGO,M,13,72,0.925,-8.5260493,39.5082688
2018-01-31,Somanga,Mbuyuni,KIJAMBA CHA WEMBE,M,13,73,0.74,-8.3926445,39.2815348
2018-01-22,Somanga,Mbuyuni,PWAYASI,M,12,82,0.948,-8.3879011,39.2818593
2018-01-18,Jibondo,WALANI,KITUTIA,M,12,91,1.46,-7.9734177,39.7280679
2018-02-26,Bwejuu,Kusini,NYAMALILE,M,8,75,0.98,-7.9160826,39.6542357
2018-02-18,Jibondo,WALANI,MCHANGA NYUMA,F,10,76.5,0.5,-7.9733438,39.7279197
2018-01-31,Songosongo,Pembeni,IMBI,F,10,76,1.19,-8.5266447,39.5102086
2018-02-17,Jibondo,WALANI,MCHANGA NYUMA,F,12,101,1.15,-7.9733438,39.7279197
2018-03-10,Jibondo,WALANI,MCHANGA NYUMA,F,8,67,0.5,-7.9756325,39.7500807
2018-01-18,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,M,15,105,1.211,-8.3879394,39.2815348
2018-02-17,Jibondo,WALANI,MCHANGA NYUMA,M,10,71,0.6,-7.9187601,39.6619765
2018-01-20,Somanga,Mbuyuni,CHOCHA,F,14,100,1.547,-8.390351666666668,39.27932833333333
2018-02-02,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,F,15,94,1.02,-8.3881779,39.2818593
2017-12-18,Somanga,Mbuyuni,WEMBE KUBWA,F,9,62,0.49,-8.3997946,39.2795878
2018-01-16,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,F,10,56,0.502,-8.3916141,39.2808858
2018-01-15,Songosongo,FUNGUNI,NYAMAMBI,F,12,77,0.575,-8.5232273,39.5029003
2018-01-19,Jibondo,WALANI,LWALA,M,10,83,0.745,-7.9734177,39.7280679
2018-02-26,Bwejuu,Kusini,NYAMALILE,M,10,62,0.725,-7.9160826,39.6542357
2018-01-20,Songosongo,Funguni,IMBI,F,12,97,1.095,-8.523331,39.5030188
2018-02-12,Somanga,Mbuyuni,CHAMBA CHA MACHANGE,M,15,95,1.505,-8.3978381,39.280793
2018-02-17,Jibondo,WALANI,MCHANGA NYUMA,F,9,69,0.75,-7.9733438,39.7279197
2018-01-15,Somanga,Mbuyuni,BANIANI,M,12,68,0.565,-8.4216475,39.2752449
2018-01-16,Somanga,Mbuyuni,CHAMBA CHA MACHANGE,F,13,71,0.725,-8.397738,39.2807041
2018-01-18,Songosongo,Funguni,IMBI,M,13,97,0.995,-8.5129912,39.497275
2018-01-03,Jibondo,WALANI,LWALA,M,13,94,1.145,-7.9733902,39.7280478
2018-01-17,Somanga,Mbuyuni,MAKATONI,F,13,82,1.095,-8.7590907,39.4124931
2018-02-02,Songosongo,Pembeni,IMBI,F,16,88,1.845,-8.5266447,39.5102086
2018-02-18,Jibondo,WALANI,LWALA,F,10,77,0.6,-7.9733438,39.7279197
2018-02-18,Jibondo,WALANI,MCHANGA NYUMA,M,7,65,0.19,-7.9733438,39.7279197
2018-01-07,Songosongo,Pembeni,IMBI,F,20,117,2.74,-8.5253303,39.5027721
2018-02-17,Jibondo,WALANI,MCHANGA NYUMA,M,13,113,1.3,-7.9191335,39.6653093
2018-02-26,Bwejuu,Kusini,NYAMALILE,M,11,61,0.995,-7.9160826,39.6542357
2018-02-17,Jibondo,WALANI,MCHANGA NYUMA,M,11,78.5,0.7,-7.9191335,39.6653093
2018-02-12,Somanga,Mbuyuni,CHAMBA CHA SELEMANI,M,12,87,0.81,-8.3978381,39.280793
2018-02-12,Jibondo,WALANI,MCHANGA NYUMA,F,9,58,0.2,-7.9746529,39.7333336
2018-02-20,Jibondo,WALANI,MCHANGA NYUMA,M,10,65,0.45,-7.9733374,39.7279309
2018-01-14,Jibondo,WALANI,MCHANGA NYUMA,M,9,68,0.375,-7.9187966,39.661654
2018-02-03,Somanga,Mbuyuni,KARUMBI KUBWA,M,19,113,1.501,-8.3926445,39.2815348
2018-03-02,Somanga,Mbuyuni,MWAMBA MKUU,M,15,103,1.085,-8.3900089,39.2851041
2018-02-13,Somanga,Mbuyuni,CHAMBA CHA MACHANGE,F,17,94,1,-8.3978381,39.280793
2018-01-14,Jibondo,WALANI,MCHANGA NYUMA,F,10,64,0.505,-7.9205629,39.6677814
2018-01-16,Songosongo,Funguni,NYAMAMBI,F,10,78,0.605,-8.5260493,39.5082688
2018-02-03,Bwejuu,Kusini,NYAMALILE,M,10.5,78,0.86,-7.9158093,39.6542357
2018-01-04,Jibondo,WALANI,LWALA,F,9,55,0.52,-7.9733902,39.7280478
2018-01-30,Bwejuu,Kusini,NYAMALILE,F,18,148,3.86,-7.9158093,39.6542357
2018-01-16,Jibondo,WALANI,MCHANGA NYUMA,F,11,81,0.69,-7.9734177,39.7280679
2017-12-18,Somanga,Mbuyuni,WEMBE KUBWA,M,11,73,0.69,-8.3997946,39.2795878
2018-01-20,Songosongo,Funguni,BANYANI,F,14,96,1.125,-8.5262868,39.5085921
2018-02-17,Jibondo,WALANI,MCHANGA NYUMA,M,8,54,0.3,-7.9206724,39.666814
2018-02-15,Somanga,Mbuyuni,MWAMBA MKUU,F,21,121,2.61,-8.3978381,39.280793
2018-01-15,Jibondo,WALANI,MCHANGA NYUMA,F,10,67,0.46,-7.9734177,39.7280679
2018-01-22,Somanga,Mbuyuni,PWAYASI,M,18,106,1.59,-8.3916141,39.2808858
2018-01-18,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,F,13,122,2.011,-8.3899917,39.2805613
2018-01-16,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,F,12,90,0.976,-8.3926445,39.2815348
2018-01-16,Somanga,Mbuyuni,KIJAMBA CHA WEMBE,M,12,62,0.545,-8.397738,39.2807041
2018-01-01,Songosongo,Pembeni,IMBI,M,9,71,0.445,0,0
2018-03-03,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,M,15,107,0.997,-8.3910776,39.2854286
2018-02-20,Somanga,Mbuyuni,MZIWAJI,F,24,141,4.56,-8.3977731,39.2807855
2018-02-18,Somanga,Mbuyuni,MWAMBA MKUU,M,18,110,3,-8.3978381,39.280793
2018-03-11,Jibondo,WALANI,LWALA,F,10,65,0.4,-7.9190966,39.6652922
2018-01-17,Somanga,Mbuyuni,MZIWAJI,F,12,68,0.79,-8.397738,39.2807041
2017-12-21,Songosongo,Pembeni,IMBI,F,10,67,0.695,-8.5175,39.49753
2018-01-03,Songosongo,Pembeni,IMBI,M,9,58,0.495,-8.5252273,39.5026941
2017-12-18,Somanga,Mbuyuni,MAKATONI,M,12,69,0.81,-8.3989641,39.2795878
2018-01-16,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,F,11,70,0.56,-8.3916992,39.2825083
2018-03-05,Somanga,Mbuyuni,MZIWAJI,M,16,93,1.525,-8.3903068,39.2802368
2018-01-16,Songosongo,FUNGUNI,NYAMAMBI,F,11,67,0.815,-8.5260493,39.5082688
2018-01-03,Songosongo,Pembeni,IMBI,F,9,54,0.425,-8.5232028,39.5028723
2018-03-04,Somanga,Mbuyuni,CHAMBA CHA SELEMANI,M,13,66,0.732,-8.3882769,39.2819822
2017-12-27,Bwejuu,Kusini,NYAMALILE,F,11,77,0.665,-6.7413759,39.1681849
2018-02-05,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,M,13,86,1.025,-8.3879356,39.2814392
2018-02-15,Somanga,Mbuyuni,MWAMBA MKUU,F,13,91,0.94,-8.3978381,39.280793
2017-12-21,Songosongo,Pembeni,IMBI,M,14,84,1.74,-8.517585,39.497535
2018-01-01,Jibondo,WALANI,MCHANGA NYUMA,M,9,63,0.4,-7.9212189,39.666814
2018-01-19,Jibondo,WALANI,LWALA,F,11,73.5,0.715,-7.9734177,39.7280679
2018-01-20,Somanga,Mbuyuni,SELEMANI,M,15,104,2,-8.390613333333333,39.27926
2018-02-18,Somanga,Mbuyuni,KARUMBI KUBWA,F,14,63,0.701,-8.3978381,39.280793
2017-12-18,Somanga,Mbuyuni,WEMBE KUBWA,F,10,63,0.635,-8.3989641,39.2795878
2018-01-20,Songosongo,Funguni,IMBI,F,14,95,1.285,-8.523331,39.5030188
2018-02-04,Songosongo,Pembeni,IMBI,F,18,109,2.56,-8.5240625,39.5030899
2018-01-03,Jibondo,WALANI,LWALA,F,7,61,0.73,-7.9733902,39.7280478
2018-01-17,Somanga,Mbuyuni,MWAMBA KARUMBI,M,10,65,0.395,-8.7539461,39.4130324
2018-01-15,Songosongo,FUNGUNI,BANYANI,M,10,60,0.565,-8.5252603,39.5027571
2018-01-16,Somanga,Mbuyuni,CHOCHA,F,17,112,1.805,-8.3883685,39.2807751
2018-02-12,Somanga,Mbuyuni,CHAMBA CHA MACHANGE,M,18,116,2.26,0,0
2018-02-04,Jibondo,WALANI,MCHANGA NYUMA,M,10,67,0.5,-7.9746428,39.7333117
2018-01-01,Jibondo,WALANI,MCHANGA NYUMA,F,8.5,65,0.385,-7.9212189,39.666814
2018-01-14,Jibondo,WALANI,MCHANGA NYUMA,M,11,84,0.75,-7.9187966,39.661654
2018-01-03,Songosongo,Pembeni,IMBI,F,10,68,1.08,-8.5232028,39.5028723
2018-01-17,Songosongo,FUNGUNI,NYAMAMBI,M,19,107,3.33,-8.5137787,39.4953347
2018-03-12,Jibondo,WALANI,MCHANGA NYUMA,F,15,114,2.5,-7.9189665,39.6652921
2018-03-03,Somanga,Mbuyuni,Banda ya nje,M,18,112,1.432,-8.3911457,39.2825083
2018-02-17,Jibondo,WALANI,MCHANGA NYUMA,F,8,63,0.335,-7.9191335,39.6653093
2018-02-01,Somanga,Mbuyuni,KARUMBI KUBWA,F,14,70,1.07,-8.3913373,39.2808858
2017-12-31,Bwejuu,Kusini,NYAMALILE,F,8,65,0.52,-7.9163194,39.6545582
2018-03-10,Jibondo,WALANI,MCHANGA NYUMA,M,16,118,2,-7.9190966,39.6652922
2018-01-17,Somanga,Mbuyuni,MZIWAJI,F,9,58,0.612,-8.397738,39.2807041
2018-02-28,Bwejuu,Kusini,NYAMALILE,M,9,81,0.57,-7.9160826,39.6542357
2018-01-14,Songosongo,Pembeni,IMBI,F,13,71,0.875,-8.5232831,39.5029609
2018-01-30,Bwejuu,Kusini,NYAMALILE,M,15,123,2.375,-7.9158093,39.6542357
2017-12-23,Songosongo,Pembeni,NJOVI,F,10,82,1.07,-8.5257726,39.5082688
2018-02-02,Somanga,Mbuyuni,MCHANGA MUOVU,F,20,157,4.535,-8.3913841,39.2828327
2018-01-04,Songosongo,Pembeni,IMBI,M,13,78,1.125,-8.5232028,39.5028723
2018-02-03,Songosongo,MBUYUNI,MWAMBA JAHAZI,M,14,74,0.787,-8.3881477,39.2819625
2017-12-27,Jibondo,WALANI,MCHANGA NYUMA,F,18,150,3.153,-6.7412701,39.1636337
2018-01-09,Songosongo,Pembeni,IMBI,M,16,107,2.395,-8.5289327,39.5047663
2018-01-30,Bwejuu,Kusini,NYAMALILE,M,16,118,2.23,-7.9162621,39.6587564
2018-01-18,Songosongo,Funguni,IMBI,M,14,99,1.4,-8.5137787,39.4953347
2018-02-28,Bwejuu,Kusini,NYAMALILE,M,13,100,1.58,-7.9160826,39.6542357
2018-03-01,Somanga,Mbuyuni,CHAMBA CHA SELEMANI,M,16,76,0.987,0,0
2018-02-05,Songosongo,Funguni,IMBI,M,15,99,2.82,-8.5234063,39.5031224
2018-01-16,Somanga,Mbuyuni,MWAMBA MKUU,F,12,78,0.55,-8.3916141,39.2808858
2018-02-20,Somanga,Mbuyuni,KOROBA,M,20,129,2.99,-8.3977731,39.2807855
2017-12-18,Somanga,Mbuyuni,WEMBE KUBWA,F,18,133,1.67,-8.3989641,39.2795878
2018-01-14,Jibondo,WALANI,MCHANGA NYUMA,M,9,76,0.46,-7.9187966,39.661654
2018-03-03,Somanga,Mbuyuni,BANDA,F,15,67,0.591,-8.3910776,39.2854286
2018-01-16,Somanga,Mbuyuni,MWAMBA MKUU,F,13,93,0.778,-8.3926445,39.2815348
2018-01-19,Jibondo,WALANI,LWALA,M,8,63,0.29,-7.9734177,39.7280679
2018-01-23,Somanga,Mbuyuni,KARUMBI KUBWA,M,20,148,3.418,-8.3916992,39.2825083
2018-01-15,Songosongo,FUNGUNI,SONGOSONGO,F,18,128,2.085,-8.5232273,39.5029003
2018-02-17,Jibondo,WALANI,MCHANGA NYUMA,F,10,66.5,0.45,-7.9206724,39.666814
2018-01-03,Jibondo,WALANI,LWALA,M,13,97,1.355,-7.9733902,39.7280478
2018-01-14,Songosongo,Pembeni,IMBI,M,15,99,1.47,-8.5232831,39.5029609
2018-02-18,Somanga,Mbuyuni,MWAMBA MKUU,F,14,72,2.11,-8.3978381,39.280793
2018-01-16,Somanga,Mbuyuni,BANDA MRIMA,F,15,97,0.895,-8.397738,39.2807041
2018-02-03,Somanga,Mbuyuni,MWAMBA JAHAZI,F,14,69,0.671,-8.3926445,39.2815348
2018-02-03,Songosongo,Pembeni,IMBI,M,16,87,1.985,-8.5303587,39.5092387
2018-01-07,Songosongo,Pembeni,PUPU,F,9,66,1.05,-8.5260493,39.5082688
2017-12-21,Bwejuu,Kusini,KAULE,F,9.5,79,0.725,-7.916452,39.6589407
2018-01-15,Somanga,Mbuyuni,BANIANI,F,12,78,0.43,-8.4216475,39.2752449
2018-02-16,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,F,10,60,0.505,-8.3978381,39.280793
2018-01-31,Somanga,Mbuyuni,KIJAMBA CHA WEMBE,M,13,78,0.801,-8.3881779,39.2818593
2018-02-15,Somanga,Mbuyuni,UNIDENTIFIED - KILWA,F,14,76,0.52,-8.3978381,39.280793
2018-02-26,Bwejuu,Kusini,NYAMALILE,F,10.5,81,0.98,-7.9160826,39.6542357
2018-01-07,Songosongo,Pembeni,MWAMBA WA KATI - SONGO,F,15,93,1.6,-8.5260493,39.5082688
2018-01-03,Songosongo,Pembeni,IMBI,F,10,72,0.85,-8.5232028,39.5028723
2017-12-18,Somanga,Mbuyuni,Banda ya ndani,F,14,94,1.01,-8.3997946,39.2795878
2018-02-26,Bwejuu,Kusini,NYAMALILE,F,13,112,2.825,-7.9160826,39.6542357
2017-12-21,Songosongo,Pembeni,PWELA,M,11,63,0.69,-8.5266838,39.5098853
2018-01-04,Bwejuu,Kusini,NYAMALILE,M,12,102,3.1,-7.9163194,39.6545582
2018-03-12,Jibondo,WALANI,MCHANGA NYUMA,F,11,79,0.8,-7.9190966,39.6652922
2018-01-16,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,F,12,60,0.612,-8.3916992,39.2825083
2018-01-16,Somanga,Mbuyuni,CHOCHA,F,15,108,1.41,-8.3883685,39.2807751
2018-02-28,Somanga,Mbuyuni,MWAMBA MKUU,M,16,102,1.5,-8.3977153,39.2806424
2018-02-18,Jibondo,WALANI,MCHANGA NYUMA,F,8,59,0.25,-7.9733438,39.7279197
2018-02-12,Jibondo,WALANI,MCHANGA NYUMA,M,9,67,0.5,-7.9746529,39.7333336
2018-02-17,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,F,17,100,2,-8.3978381,39.280793
2018-02-18,Somanga,Mbuyuni,MWAMBA MKUU,F,16,105,2.301,-8.3978381,39.280793
2018-02-13,Somanga,Mbuyuni,MZIWAJI,F,15,90,1.621,-8.3978381,39.280793
2018-01-19,Jibondo,WALANI,KITUTIA,F,12,111,1.17,-7.9734177,39.7280679
2018-02-02,Songosongo,Pembeni,IMBI,M,12,69,0.9,-8.5315075,39.5111785
2018-02-03,Somanga,Mbuyuni,KARUMBI KUBWA,F,22,123,2.118,-8.3926445,39.2815348
2018-02-18,Jibondo,WALANI,LWALA,F,10,67,0.5,-7.9191335,39.6653093
2018-01-03,Songosongo,Pembeni,IMBI,M,12,73,0.82,-8.5232028,39.5028723
2018-01-17,Jibondo,WALANI,MCHANGA NYUMA,M,12,88,0.9,-7.94622,39.6967008
2018-01-30,Somanga,Mbuyuni,MWAMBA MKUU,M,21,150,3.518,-8.3952889,39.2802368
2017-12-21,Songosongo,Pembeni,PWELA,F,10,66,0.84,-8.5266838,39.5098853
2018-02-20,Somanga,Mbuyuni,MZIWAJI,M,21,123,2.54,-8.3751234,39.2737873
2018-01-07,Songosongo,Pembeni,PUPU,M,13,93,1.57,-8.5260493,39.5082688
2018-01-15,Somanga,Mbuyuni,CHOCHA,F,17,106,2.22,-8.4216475,39.2752449
2017-12-27,Jibondo,WALANI,MCHANGA NYUMA,F,9,74,0.72,-6.7417079,39.1706538
2017-12-21,Songosongo,Pembeni,IMBI,M,13,170,0.97,-8.517368333333334,39.49751166666667
2018-01-18,Songosongo,Funguni,IMBI,M,11,99,0.51,-8.5137787,39.4953347
2018-01-31,Somanga,Mbuyuni,KIJAMBA CHA WEMBE,M,16,103,1.27,-8.3913841,39.2828327
2017-12-18,Somanga,Mbuyuni,WEMBE KUBWA,M,9.5,68,0.59,-8.3997946,39.2795878
2018-01-16,Somanga,Mbuyuni,CHAMBA CHA MACHANGE,F,13,103,1.025,-8.397738,39.2807041
2018-01-16,Songosongo,FUNGUNI,SONGOSONGO,M,10,67,0.525,-8.5260493,39.5082688
2018-02-14,Somanga,Mbuyuni,CHAMBA CHA SELEMANI,M,22,93,2.855,-8.3978381,39.280793
2018-01-17,Songosongo,FUNGUNI,BANYANI,M,13,77,0.77,-8.5129912,39.497275
2018-01-16,Somanga,Mbuyuni,CHOCHA,M,14,89,0.78,-8.4216475,39.2752449
2017-12-30,Jibondo,WALANI,MCHANGA NYUMA,M,9,75,0.425,-7.9733938,39.7280458
2018-03-12,Jibondo,WALANI,MCHANGA NYUMA,F,15,95,1.095,-7.9190966,39.6652922
2018-02-18,Jibondo,WALANI,LWALA,M,13,92,0.9,-7.9190075,39.6653273
2018-03-12,Jibondo,WALANI,MCHANGA NYUMA,M,8,62,0.275,-7.9190966,39.6652922
2018-01-03,Songosongo,Pembeni,IMBI,F,8,56,0.63,-8.5245525,39.5027535
2018-01-15,Somanga,Mbuyuni,MWAMBA MKUU,F,11,69,0.32,-8.4216475,39.2752449
2018-01-07,Songosongo,Pembeni,PUPU,M,15,121,2.01,-8.5260493,39.5082688
2018-02-17,Jibondo,WALANI,MCHANGA NYUMA,F,16,115,3,-7.9191335,39.6653093
2018-01-04,Bwejuu,Kusini,NYAMALILE,M,11,126,2.195,-7.9163194,39.6545582
2018-02-17,Jibondo,WALANI,MCHANGA NYUMA,F,10,86,0.6,-7.9206724,39.666814
2017-12-30,Jibondo,WALANI,MCHANGA NYUMA,F,7,55,0.245,-7.9733938,39.7280458
2018-02-13,Somanga,Mbuyuni,MZIWAJI,M,11,71,0.81,-8.3978381,39.280793
2018-01-30,Bwejuu,Kusini,NYAMALILE,F,19,120,4.27,-7.9158093,39.6542357
2018-01-14,Jibondo,WALANI,MCHANGA NYUMA,F,12,86,0.615,-7.9187966,39.661654
2018-01-05,Jibondo,WALANI,LWALA,F,8,51,0.345,-7.9733902,39.7280478
2017-12-18,Somanga,Mbuyuni,WEMBE KUBWA,F,12,85,0.855,-8.3989641,39.2795878
2018-01-15,Somanga,Mbuyuni,BANIANI,F,17,140,1.655,-8.4216475,39.2752449
2018-01-20,Jibondo,WALANI,LWALA,F,8.5,63,0.43,-7.9190224,39.6653336
2018-01-30,Songosongo,Pembeni,IMBI,F,19,120,2.483,-8.5262477,39.5089154
2018-01-17,Somanga,Mbuyuni,MWAMBA KARUMBI,F,18,130,2.88,-8.7539461,39.4130324
2018-01-17,Somanga,Mbuyuni,MWAMBA KARUMBI,F,19,136,3.065,-8.7539461,39.4130324
2018-01-15,Somanga,Mbuyuni,BANIANI,F,13,82,1.155,-8.4216475,39.2752449
2018-01-16,Somanga,Mbuyuni,BANDA MRIMA,M,12,84,0.78,-8.397738,39.2807041
2018-02-02,Songosongo,Pembeni,IMBI,M,11,67,0.655,-8.5315075,39.5111785
2018-01-30,Bwejuu,Kusini,NYAMALILE,F,17.5,130,3.195,-7.9158093,39.6542357
2018-01-30,Somanga,Mbuyuni,Banda ya nje,F,13,20,0.91,0,0
2017-12-18,Somanga,Mbuyuni,WEMBE KUBWA,M,9,51,0.42,-8.3989641,39.2795878
2018-01-16,Somanga,Mbuyuni,CHAMBA CHA MACHANGE,F,12,92,0.705,-8.397738,39.2807041
2018-02-27,Somanga,Mbuyuni,CHAMBA CHA SELEMANI,F,23,135,3.95,-8.3977731,39.2807855
2018-01-17,Somanga,Mbuyuni,MAKATONI,F,13,71,0.615,-8.7590907,39.4124931
2018-02-14,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,M,19,129,2.44,-8.3978381,39.280793
2018-02-16,Somanga,Mbuyuni,MZIWAJI,F,24,143,4.436,-8.3978381,39.280793
